name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,normal_attack_effectiveness,fire_attack_effectiveness,water_attack_effectiveness,electric_attack_effectiveness,grass_attack_effectiveness,ice_attack_effectiveness,fighting_attack_effectiveness,poison_attack_effectiveness,ground_attack_effectiveness,fly_attack_effectiveness,psychic_attack_effectiveness,bug_attack_effectiveness,rock_attack_effectiveness,ghost_attack_effectiveness,dragon_attack_effectiveness,dark_attack_effectiveness,steel_attack_effectiveness,fairy_attack_effectiveness
Gogoat,673,Sap Sipper~Grass Pelt,Grass,123,100,62,97,81,68,17,910,Mount Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,186,45,Field,20,70,FALSE,Skiddo,Brown,Quadruped,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Pancham,674,Iron Fist~Mold Breaker~Scrappy,Fighting,67,82,62,46,48,43,6,80,Playful Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,220,Field~Human-Like,25,70,TRUE,,White,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Pangoro,675,Iron Fist~Mold Breaker~Scrappy,Fighting~Dark,95,124,78,69,71,58,21,1360,Daunting Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,65,Field~Human-Like,25,70,FALSE,Pancham,White,Humanoid,4,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
Furfrou,676,Fur Coat,Normal,75,80,60,65,90,102,12,280,Poodle Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,165,160,Field,20,70,FALSE,,White,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Espurr,677,Keen Eye~Infiltrator~Own Tempo,Psychic,62,48,54,63,60,68,3,35,Restraint Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,190,Field,20,70,TRUE,,Gray,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Meowstic Female,678,Keen Eye~Infiltrator~Competitive,Psychic,74,48,76,83,81,104,6,85,Constraint Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,163,75,Field,20,70,FALSE,Espurr,Blue,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Meowstic Male,678,Keen Eye~Infiltrator~Prankster,Psychic,74,48,76,83,81,104,6,85,Constraint Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,163,75,Field,20,70,FALSE,Espurr,Blue,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Honedge,679,No Guard,Steel~Ghost,45,80,100,35,37,28,8,20,Sword Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,180,Mineral,20,70,TRUE,,Brown,Blob,4,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Doublade,680,No Guard,Steel~Ghost,59,110,150,45,49,35,8,45,Sword Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,157,90,Mineral,20,70,TRUE,Honedge,Brown,Heads,4,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Aegislash Blade,681,Stance Change,Steel~Ghost,60,140,50,140,50,60,17,530,Royal Sword Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,234,45,Mineral,20,70,FALSE,Doublade,Brown,Blob,4,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Aegislash Shield,681,Stance Change,Steel~Ghost,60,50,140,50,140,60,17,530,Royal Sword Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,234,45,Mineral,20,70,FALSE,Doublade,Brown,Blob,4,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
Spritzee,682,Healer~Aroma Veil,Fairy,78,52,60,63,65,23,2,5,Perfume Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,200,Fairy,20,70,TRUE,,Pink,Arms,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Aromatisse,683,Healer~Aroma Veil,Fairy,101,72,72,99,89,29,8,155,Fragrance Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,162,140,Fairy,20,70,FALSE,Spritzee,Pink,Humanoid,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Swirlix,684,Sweet Veil~Unburden,Fairy,62,48,66,59,57,49,4,35,Cotton Candy Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,200,Fairy,20,70,TRUE,,White,Legs,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Slurpuff,685,Sweet Veil~Unburden,Fairy,82,80,86,85,75,72,8,50,Meringue Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,140,Fairy,20,70,FALSE,Swirlix,White,Humanoid,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Inkay,686,Contrary~Suction Cups~Infiltrator,Dark~Psychic,53,54,53,37,46,45,4,35,Revolving Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,190,Water 1~Water 2,20,70,TRUE,,Blue,Tentacles,3,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
Malamar,687,Contrary~Suction Cups~Infiltrator,Dark~Psychic,86,92,88,68,75,73,15,470,Overturning Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169,80,Water 1~Water 2,20,70,FALSE,Inkay,Blue,Blob,3,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
Binacle,688,Tough Claws~Sniper~Pickpocket,Rock~Water,42,52,67,39,56,50,5,310,Two-Handed Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,120,Water 3,20,70,TRUE,,Brown,Heads,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
Barbaracle,689,Tough Claws~Sniper~Pickpocket,Rock~Water,72,105,115,54,86,68,13,960,Collective Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,45,Water 3,20,70,FALSE,Binacle,Brown,Heads,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
Skrelp,690,Poison Point~Poison Touch~Adaptability,Poison~Water,50,60,60,60,60,30,5,73,Mock Kelp Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,225,Water 1~Dragon,20,70,TRUE,,Brown,Blob,6,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Dragalge,691,Poison Point~Poison Touch~Adaptability,Poison~Dragon,65,75,90,97,123,44,18,815,Mock Kelp Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,55,Water 1~Dragon,20,70,FALSE,Skrelp,Brown,Blob,4,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
Clauncher,692,Mega Launcher,Water,50,53,62,58,63,44,5,83,Water Gun Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,225,Water 1~Water 3,15,70,TRUE,,Blue,Armor,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Clawitzer,693,Mega Launcher,Water,71,73,88,120,89,59,13,353,Howitzer Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,100,55,Water 1~Water 3,15,70,FALSE,Clauncher,Blue,Squiggle,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Helioptile,694,Dry Skin~Sand Veil~Solar Power,Electric~Normal,44,38,33,61,43,70,5,60,Generator Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,190,Monster~Dragon,20,70,TRUE,,Yellow,Upright,2,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
Heliolisk,695,Dry Skin~Sand Veil~Solar Power,Electric~Normal,62,55,52,109,94,109,10,210,Generator Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Monster~Dragon,20,70,FALSE,Helioptile,Yellow,Upright,2,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
Tyrunt,696,Strong Jaw~Sturdy,Rock~Dragon,58,89,77,45,45,48,8,260,Royal Heir Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,72,45,Monster~Dragon,30,70,TRUE,,Brown,Upright,2,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
Tyrantrum,697,Strong Jaw~Rock Head,Rock~Dragon,82,121,119,69,59,71,25,2700,Despot Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,182,45,Monster~Dragon,30,70,FALSE,Tyrunt,Red,Upright,2,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
Amaura,698,Refrigerate~Snow Warning,Rock~Ice,77,59,50,67,63,46,13,252,Tundra Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,72,45,Monster,30,70,TRUE,,Blue,Quadruped,2,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
Aurorus,699,Refrigerate~Snow Warning,Rock~Ice,123,77,72,99,92,58,27,2250,Tundra Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,104,45,Monster,30,70,FALSE,Amaura,Blue,Quadruped,2,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
Sylveon,700,Cute Charm~Pixilate,Fairy,95,65,65,110,130,60,10,235,Intertwining Pokémon,6,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,45,Field,35,70,FALSE,Eevee,Pink,Quadruped,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Hawlucha,701,Limber~Unburden~Mold Breaker,Fighting~Flying,78,92,75,74,63,118,8,215,Wrestling Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,100,Flying~Human-Like,20,70,FALSE,,Green,Humanoid,2,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
Dedenne,702,Cheek Pouch~Pickup~Plus,Electric~Fairy,67,58,57,81,67,101,2,22,Antenna Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,151,180,Field~Fairy,20,70,FALSE,,Yellow,Upright,2,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
Carbink,703,Clear Body~Sturdy,Rock~Fairy,50,50,150,50,150,50,3,57,Jewel Pokémon,6,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,100,60,Fairy~Mineral,25,70,FALSE,,Gray,Ball,3,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
Goomy,704,Sap Sipper~Hydration~Gooey,Dragon,45,50,35,55,75,40,3,28,Soft Tissue Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,45,Dragon,40,35,TRUE,,Purple,Squiggle,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Sliggoo,705,Sap Sipper~Hydration~Gooey,Dragon,68,75,53,83,113,60,8,175,Soft Tissue Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,158,45,Dragon,40,35,TRUE,Goomy,Purple,Squiggle,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Goodra,706,Sap Sipper~Hydration~Gooey,Dragon,90,100,70,110,150,80,20,1505,Dragon Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,270,45,Dragon,40,35,FALSE,Sliggoo,Purple,Upright,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Klefki,707,Prankster~Magician,Steel~Fairy,57,80,91,80,87,75,2,30,Key Ring Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,75,Mineral,20,70,FALSE,,Gray,Ball,5,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
Phantump,708,Natural Cure~Frisk~Harvest,Ghost~Grass,43,70,48,50,60,38,4,70,Stump Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,120,Grass~Amorphous,20,70,TRUE,,Brown,Arms,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Trevenant,709,Natural Cure~Frisk~Harvest,Ghost~Grass,85,110,76,65,82,56,15,710,Elder Tree Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,60,Grass~Amorphous,20,70,FALSE,Phantump,Brown,Tentacles,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Pumpkaboo Average,710,Pickup~Frisk~Insomnia,Ghost~Grass,49,66,70,44,55,51,4,50,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67,120,Amorphous,20,70,TRUE,,Brown,Ball,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Pumpkaboo Large,710,Pickup~Frisk~Insomnia,Ghost~Grass,54,66,70,44,55,46,5,75,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,120,Amorphous,20,70,TRUE,,Brown,Ball,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Pumpkaboo Small,710,Pickup~Frisk~Insomnia,Ghost~Grass,44,66,70,44,55,56,3,35,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,120,Amorphous,20,70,TRUE,,Brown,Ball,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Pumpkaboo Super,710,Pickup~Frisk~Insomnia,Ghost~Grass,59,66,70,44,55,41,8,150,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,120,Amorphous,20,70,TRUE,,Brown,Ball,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Gourgeist Average,711,Pickup~Frisk~Insomnia,Ghost~Grass,65,90,122,58,75,84,9,125,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,60,Amorphous,20,70,FALSE,Pumpkaboo,Brown,Blob,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Gourgeist Large,711,Pickup~Frisk~Insomnia,Ghost~Grass,75,95,122,58,75,69,11,140,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,173,60,Amorphous,20,70,FALSE,Pumpkaboo,Brown,Blob,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Gourgeist Small,711,Pickup~Frisk~Insomnia,Ghost~Grass,55,85,122,58,75,99,7,95,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,173,60,Amorphous,20,70,FALSE,Pumpkaboo,Brown,Blob,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Gourgeist Super,711,Pickup~Frisk~Insomnia,Ghost~Grass,85,100,122,58,75,54,17,390,Pumpkin Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,173,60,Amorphous,20,70,FALSE,Pumpkaboo,Brown,Blob,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Bergmite,712,Own Tempo~Ice Body~Sturdy,Ice,55,69,85,32,35,28,10,995,Ice Chunk Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Monster~Mineral,20,70,TRUE,,Blue,Quadruped,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Avalugg,713,Own Tempo~Ice Body~Sturdy,Ice,95,117,184,44,46,28,20,5050,Iceberg Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,55,Monster~Mineral,20,70,FALSE,Bergmite,Blue,Quadruped,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Noibat,714,Frisk~Infiltrator~Telepathy,Flying~Dragon,40,30,35,45,40,55,5,80,Sound Wave Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,190,Flying~Dragon,20,70,TRUE,,Purple,Wings,8,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Noivern,715,Frisk~Infiltrator~Telepathy,Flying~Dragon,85,70,80,97,80,123,15,850,Sound Wave Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,187,45,Flying~Dragon,20,70,FALSE,Noibat,Purple,Wings,8,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Xerneas,716,Fairy Aura,Fairy,126,131,95,131,98,99,30,2150,Life Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,306,45,Undiscovered,120,0,FALSE,,Blue,Quadruped,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Yveltal,717,Dark Aura,Dark~Flying,126,131,95,131,98,99,58,2030,Destruction Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,45,Undiscovered,120,0,FALSE,,Red,Wings,6,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
Zygarde,718,Aura Break,Dragon~Ground,108,100,121,81,95,95,50,3050,Order Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,270,3,Undiscovered,120,0,FALSE,,Green,Squiggle,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Zygarde 10,718,Power Construct,Dragon~Ground,54,100,71,61,85,115,12,335,Order Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,219,3,Undiscovered,120,0,FALSE,,Green,Squiggle,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Zygarde 50,718,Power Construct,Dragon~Ground,108,100,121,81,95,95,50,3050,Order Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,270,3,Undiscovered,120,0,FALSE,,Green,Squiggle,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Zygarde Complete,718,Power Construct,Dragon~Ground,216,100,121,91,95,85,45,6100,Order Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,319,3,Undiscovered,120,0,FALSE,,Green,Squiggle,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
Diancie,719,Clear Body,Rock~Fairy,50,100,150,100,150,50,7,88,Jewel Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,270,3,Undiscovered,25,70,FALSE,,Pink,Arms,3,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
Diancie Mega,719,Magic Bounce,Rock~Fairy,50,160,110,160,110,110,11,278,Jewel Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,315,3,Undiscovered,25,70,FALSE,,Pink,Arms,3,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
Hoopa,720,Magician,Psychic~Ghost,80,110,60,150,130,70,5,90,Mischief Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,100,FALSE,,Purple,Arms,4,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
Hoopa Unbound,720,Magician,Psychic~Dark,80,160,60,170,130,80,65,4900,Mischief Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,306,3,Undiscovered,120,100,FALSE,,Purple,Arms,3,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
Volcanion,721,Water Absorb,Fire~Water,80,110,120,130,90,70,17,1950,Steam Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,100,FALSE,,Brown,Quadruped,1,1,0.25,1,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5
Rowlet,722,Overgrow~Long Reach,Grass~Flying,68,55,55,50,50,42,3,15,Grass Quill Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,45,Flying,15,70,TRUE,,Brown,Wings,7,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
Dartrix,723,Overgrow~Long Reach,Grass~Flying,78,75,75,70,70,52,7,160,Blade Quill Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Flying,15,70,TRUE,Rowlet,Brown,Wings,7,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
Decidueye,724,Overgrow~Long Reach,Grass~Ghost,78,107,75,100,100,70,16,366,Arrow Quill Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Flying,15,70,FALSE,Dartrix,Brown,Wings,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
Litten,725,Blaze~Intimidate,Fire,45,65,40,60,40,70,4,43,Fire Cat Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,45,Field,15,70,TRUE,,Red,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Torracat,726,Blaze~Intimidate,Fire,65,85,50,80,50,90,7,250,Fire Cat Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Field,15,70,TRUE,Litten,Red,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Incineroar,727,Blaze~Intimidate,Fire~Dark,95,115,90,80,90,60,18,830,Heel Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Field,15,70,FALSE,Torracat,Red,Upright,4,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
Popplio,728,Torrent~Liquid Voice,Water,50,54,54,66,56,40,4,75,Sea Lion Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,45,Water 1~Field,15,70,TRUE,,Blue,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Brionne,729,Torrent~Liquid Voice,Water,60,69,69,91,81,50,6,175,Pop Star Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Water 1~Field,15,70,TRUE,Popplio,Blue,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Primarina,730,Torrent~Liquid Voice,Water~Fairy,80,74,74,126,116,60,18,440,Soloist Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Water 1~Field,15,70,FALSE,Brionne,Blue,Fish,4,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
Pikipek,731,Keen Eye~Skill Link~Pickup,Normal~Flying,35,75,30,30,30,65,3,12,Woodpecker Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,255,Flying,15,70,TRUE,,Black,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Trumbeak,732,Keen Eye~Skill Link~Pickup,Normal~Flying,55,85,50,40,50,75,6,148,Bugle Beak Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,124,120,Flying,15,70,TRUE,Pikipek,Black,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Toucannon,733,Keen Eye~Skill Link~Sheer Force,Normal~Flying,80,120,75,75,75,60,11,260,Cannon Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,218,45,Flying,15,70,FALSE,Trumbeak,Black,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Yungoos,734,Stakeout~Strong Jaw~Adaptability,Normal,48,70,30,30,30,45,4,60,Loitering Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,51,255,Field,15,70,TRUE,,Brown,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Gumshoos,735,Stakeout~Strong Jaw~Adaptability,Normal,88,110,60,55,60,45,7,142,Stakeout Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,146,127,Field,15,70,FALSE,Yungoos,Brown,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Gumshoos Totem,735,Stakeout~Strong Jaw~Adaptability,Normal,88,110,60,55,60,45,14,600,Stakeout Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,146,127,Field,15,70,FALSE,Yungoos,Brown,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Grubbin,736,Swarm,Bug,47,62,45,55,45,46,4,44,Larva Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Bug,15,70,TRUE,,Gray,Armor,19,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Charjabug,737,Battery,Bug~Electric,57,82,95,55,75,36,5,105,Battery Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,140,120,Bug,15,70,TRUE,Grubbin,Green,Squiggle,4,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
Vikavolt,738,Levitate,Bug~Electric,77,70,90,145,75,43,15,450,Stag Beetle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,225,45,Bug,15,70,FALSE,Charjabug,Blue,Armor,4,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
